trip_id,starttime,stoptime,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthyear
7546825,9/19/2015 16:35,9/19/2015 16:45,468,614,20,Sheffield Ave & Kingsbury St,210,Ashland Ave & Division St,Subscriber,Male,1963.0
7265265,9/3/2015 12:49,9/3/2015 13:01,4752,736,280,Morgan St & 31st St,148,State St & 33rd St,Subscriber,Male,1988.0
7633115,9/24/2015 11:13,9/24/2015 11:15,4652,85,35,Streeter Dr & Illinois St,35,Streeter Dr & Illinois St,Customer,,
7410238,9/11/2015 16:18,9/11/2015 16:29,2547,664,198,Green St (Halsted St) & Madison St,111,Sedgwick St & Huron St,Customer,,
7334635,9/6/2015 18:10,9/6/2015 18:14,2493,243,62,McCormick Place,42,Wabash Ave & Cermak Rd,Customer,,
7516151,9/17/2015 17:13,9/17/2015 17:24,2946,696,133,Kingsbury St & Kinzie St,214,Damen Ave & Grand Ave,Subscriber,Female,1988.0
7632737,9/24/2015 10:38,9/24/2015 10:55,2804,979,2,Buckingham Fountain,268,Lake Shore Dr & North Blvd,Customer,,
7530505,9/18/2015 16:52,9/18/2015 16:58,504,347,88,May St & Randolph St,198,Green St (Halsted St) & Madison St,Subscriber,Male,1992.0
7725161,9/29/2015 17:03,9/29/2015 17:20,696,1012,111,Sedgwick St & Huron St,157,Lake Shore Dr & Wellington Ave,Subscriber,Male,1992.0
7254856,9/2/2015 18:41,9/2/2015 18:46,3269,293,188,Greenview Ave & Fullerton Ave,67,Sheffield Ave & Fullerton Ave,Subscriber,Female,1991.0
7589381,9/21/2015 20:30,9/21/2015 20:34,2056,206,143,Sedgwick St & Webster Ave,94,Clark St & Armitage Ave,Subscriber,Male,1986.0
7370792,9/9/2015 6:13,9/9/2015 6:23,4587,591,94,Clark St & Armitage Ave,190,Southport Ave & Wrightwood Ave,Subscriber,Male,1988.0
7252028,9/2/2015 17:10,9/2/2015 17:25,1632,876,39,Wabash Ave & Adams St,31,Franklin St & Chicago Ave,Subscriber,Male,1983.0
7314229,9/5/2015 19:32,9/5/2015 19:43,839,631,305,Western Ave & Division St,210,Ashland Ave & Division St,Customer,,
7658640,9/25/2015 17:28,9/25/2015 17:33,992,286,318,Southport Ave & Irving Park Rd,240,Sheridan Rd & Irving Park Rd,Customer,,
7543353,9/19/2015 15:00,9/19/2015 15:23,4027,1379,84,Union Ave & Grand Ave,69,Damen Ave & Pierce Ave,Customer,,
7548431,9/19/2015 17:23,9/19/2015 17:52,1938,1728,346,Ada St & Washington Blvd,346,Ada St & Washington Blvd,Customer,,
7262872,9/3/2015 9:42,9/3/2015 9:49,3271,415,211,St. Clair St & Erie St,74,Kingsbury St & Erie St,Subscriber,Male,1985.0
7627137,9/23/2015 22:23,9/23/2015 22:27,4059,229,294,Broadway & Berwyn Ave,463,Clark St & Berwyn Ave,Subscriber,Female,1986.0
7674775,9/26/2015 15:39,9/26/2015 15:51,544,729,231,Sheridan Rd & Montrose Ave,300,Broadway & Barry Ave,Subscriber,Female,1987.0
7237221,9/1/2015 19:05,9/1/2015 19:16,3556,622,177,Theater on the Lake,327,Sheffield Ave & Webster Ave,Subscriber,Male,1988.0
7232193,9/1/2015 16:31,9/1/2015 16:39,141,503,133,Kingsbury St & Kinzie St,192,Canal St & Adams St,Subscriber,Male,1954.0
7442719,9/13/2015 16:44,9/13/2015 16:52,2538,492,38,Clark St & Lake St,89,Financial Pl & Congress Pkwy,Subscriber,Male,1985.0
7534731,9/19/2015 9:33,9/19/2015 9:40,977,445,141,Clark St & Lincoln Ave,224,Halsted St & Willow St,Subscriber,Male,1988.0
7686094,9/27/2015 10:24,9/27/2015 10:43,3924,1136,150,Fort Dearborn Dr & 31st St,76,Lake Shore Dr & Monroe St,Subscriber,Male,1977.0
7292440,9/4/2015 18:30,9/4/2015 18:50,4260,1213,76,Lake Shore Dr & Monroe St,180,Ritchie Ct & Banks St,Customer,,
7619463,9/23/2015 16:21,9/23/2015 16:29,7,464,195,Columbus Dr & Randolph St,91,Clinton St & Washington Blvd,Subscriber,Male,1966.0
7732358,9/30/2015 8:07,9/30/2015 8:17,2414,565,23,Orleans St & Elm St,98,LaSalle St & Washington St,Subscriber,Male,1982.0
7449122,9/14/2015 7:01,9/14/2015 7:10,151,584,111,Sedgwick St & Huron St,211,St. Clair St & Erie St,Subscriber,Female,1981.0
7249021,9/2/2015 15:02,9/2/2015 15:11,1859,537,114,Sheffield Ave & Addison St,327,Sheffield Ave & Webster Ave,Subscriber,Male,1984.0
7712933,9/28/2015 18:02,9/28/2015 18:18,2217,949,138,Clybourn Ave & Division St,163,Damen Ave & Clybourn Ave,Subscriber,Male,1982.0
7638776,9/24/2015 16:57,9/24/2015 17:06,4409,539,284,Michigan Ave & Jackson Blvd,174,Canal St & Madison St,Subscriber,Male,1976.0
7739645,9/30/2015 17:01,9/30/2015 17:18,416,1030,211,St. Clair St & Erie St,192,Canal St & Adams St,Subscriber,Female,1964.0
7535634,9/19/2015 10:24,9/19/2015 10:34,3902,603,284,Michigan Ave & Jackson Blvd,73,Jefferson St & Monroe St,Subscriber,Female,1985.0
7243069,9/2/2015 8:16,9/2/2015 8:25,4514,584,31,Franklin St & Chicago Ave,66,Clinton St & Lake St,Subscriber,Female,1987.0
7497090,9/16/2015 17:02,9/16/2015 17:09,2622,399,48,Larrabee St & Kingsbury St,133,Kingsbury St & Kinzie St,Subscriber,Female,1987.0
7473992,9/15/2015 13:48,9/15/2015 13:57,1627,572,45,Michigan Ave & Congress Pkwy,273,Michigan Ave & 18th St,Subscriber,Male,1964.0
7545192,9/19/2015 15:51,9/19/2015 16:18,259,1597,268,Lake Shore Dr & North Blvd,334,Lake Shore Dr & Belmont Ave,Customer,,
7677021,9/26/2015 16:55,9/26/2015 17:05,1801,580,2,Buckingham Fountain,2,Buckingham Fountain,Customer,,
7302557,9/5/2015 13:14,9/5/2015 14:55,3763,6106,90,Millennium Park,145,Mies van der Rohe Way & Chestnut St,Customer,,
7402102,9/10/2015 19:36,9/10/2015 20:00,4378,1456,177,Theater on the Lake,85,Michigan Ave & Oak St,Customer,,
7462492,9/14/2015 18:24,9/14/2015 18:28,3988,235,210,Ashland Ave & Division St,130,Damen Ave & Division St,Subscriber,Female,1987.0
7692337,9/27/2015 15:29,9/27/2015 15:44,1033,892,344,Ravenswood Ave & Lawrence Ave,245,Clarendon Ave & Junior Ter,Customer,,
7428227,9/12/2015 18:51,9/12/2015 19:07,2282,958,461,Broadway & Ridge Ave,245,Clarendon Ave & Junior Ter,Subscriber,Male,1961.0
7445198,9/13/2015 18:33,9/13/2015 18:40,193,439,143,Sedgwick St & Webster Ave,289,Wells St & Concord Pl,Customer,,
7355677,9/7/2015 19:47,9/7/2015 19:59,4141,750,329,Lake Shore Dr & Diversey Pkwy,177,Theater on the Lake,Customer,,
7745044,9/30/2015 23:36,9/30/2015 23:46,4413,598,100,Orleans St & Merchandise Mart Plaza,54,Ogden Ave & Chicago Ave,Subscriber,Male,1967.0
7308744,9/5/2015 16:28,9/5/2015 16:36,3502,425,277,Ashland Ave & Grand Ave,346,Ada St & Washington Blvd,Subscriber,Male,1961.0
7353198,9/7/2015 17:35,9/7/2015 17:48,540,793,177,Theater on the Lake,87,Racine Ave & Fullerton Ave,Customer,,
7501121,9/16/2015 19:07,9/16/2015 19:18,2863,662,174,Canal St & Madison St,53,Wells St & Erie St,Subscriber,Male,1981.0
7313080,9/5/2015 18:46,9/5/2015 19:03,3575,1025,3,Shedd Aquarium,150,Fort Dearborn Dr & 31st St,Customer,,
7657746,9/25/2015 17:04,9/25/2015 17:12,3860,519,49,Dearborn St & Monroe St,195,Columbus Dr & Randolph St,Subscriber,Female,1987.0
7422513,9/12/2015 15:10,9/12/2015 15:36,2542,1552,459,Lakefront Trail & Bryn Mawr Ave,254,Pine Grove Ave & Irving Park Rd,Customer,,
7323870,9/6/2015 12:16,9/6/2015 12:26,2324,605,296,Broadway & Belmont Ave,114,Sheffield Ave & Addison St,Customer,,
7675256,9/26/2015 15:56,9/26/2015 16:17,2866,1270,4,Burnham Harbor,3,Shedd Aquarium,Subscriber,Male,1985.0
7319703,9/6/2015 9:12,9/6/2015 9:16,2653,224,267,Lake Park Ave & 47th St,252,Greenwood Ave & 47th St,Subscriber,Male,1976.0
7368190,9/8/2015 18:46,9/8/2015 18:51,2343,263,232,Pine Grove Ave & Waveland Ave,240,Sheridan Rd & Irving Park Rd,Subscriber,Male,1974.0
7343769,9/7/2015 11:30,9/7/2015 11:35,645,275,36,Franklin St & Jackson Blvd,50,Clark St & Congress Pkwy,Customer,,
7531509,9/18/2015 17:48,9/18/2015 17:52,3323,239,294,Broadway & Berwyn Ave,463,Clark St & Berwyn Ave,Subscriber,Male,1990.0
7499877,9/16/2015 18:17,9/16/2015 18:22,1160,296,58,Marshfield Ave & Cortland St,309,Leavitt St & Armitage Ave,Subscriber,Male,1990.0
7738370,9/30/2015 16:08,9/30/2015 16:10,2699,135,211,St. Clair St & Erie St,173,Mies van der Rohe Way & Chicago Ave,Subscriber,Male,1960.0
7444781,9/13/2015 18:13,9/13/2015 18:22,2792,556,240,Sheridan Rd & Irving Park Rd,229,Southport Ave & Roscoe St,Subscriber,Female,1992.0
7423079,9/12/2015 15:31,9/12/2015 16:00,833,1722,160,Campbell Ave & North Ave,160,Campbell Ave & North Ave,Customer,,
7329627,9/6/2015 15:14,9/6/2015 15:28,272,886,177,Theater on the Lake,188,Greenview Ave & Fullerton Ave,Customer,,
7556399,9/20/2015 9:17,9/20/2015 9:30,4588,790,128,Damen Ave & Chicago Ave,88,May St & Randolph St,Subscriber,Female,1984.0
7514398,9/17/2015 16:20,9/17/2015 16:44,1871,1433,72,Wabash Ave (State St) & 16th St,6,Dusable Harbor,Customer,,
7231711,9/1/2015 16:10,9/1/2015 16:21,3015,651,341,Adler Planetarium,255,Indiana Ave & Roosevelt Rd,Customer,,
7505965,9/17/2015 7:46,9/17/2015 7:56,2437,570,89,Financial Pl & Congress Pkwy,21,Aberdeen St & Jackson Blvd,Subscriber,Male,1989.0
7349551,9/7/2015 15:11,9/7/2015 15:34,3015,1387,85,Michigan Ave & Oak St,156,Clark St & Wellington Ave,Customer,,
7440729,9/13/2015 15:29,9/13/2015 15:32,4764,163,236,Sedgwick St & Schiller St,118,Sedgwick St & North Ave,Subscriber,Male,1987.0
7348102,9/7/2015 14:12,9/7/2015 14:37,4737,1452,76,Lake Shore Dr & Monroe St,85,Michigan Ave & Oak St,Customer,,
7564796,9/20/2015 15:18,9/20/2015 15:42,3924,1472,268,Lake Shore Dr & North Blvd,172,Rush St & Cedar St,Customer,,
7528006,9/18/2015 14:49,9/18/2015 15:07,4437,1027,100,Orleans St & Merchandise Mart Plaza,76,Lake Shore Dr & Monroe St,Customer,,
7482878,9/15/2015 19:51,9/15/2015 20:15,1752,1450,138,Clybourn Ave & Division St,159,Claremont Ave & Hirsch St,Subscriber,Male,1987.0
7271506,9/3/2015 17:49,9/3/2015 17:54,1406,335,313,Lakeview Ave & Fullerton Pkwy,220,Hampden Ct & Diversey Pkwy,Subscriber,Male,1985.0
7548999,9/19/2015 17:41,9/19/2015 17:51,2248,572,91,Clinton St & Washington Blvd,111,Sedgwick St & Huron St,Subscriber,Male,1956.0
7683232,9/26/2015 23:25,9/26/2015 23:46,852,1247,43,Michigan Ave & Washington St,24,Fairbanks Ct & Grand Ave,Customer,,
7675528,9/26/2015 16:04,9/26/2015 16:37,1537,1962,35,Streeter Dr & Illinois St,43,Michigan Ave & Washington St,Customer,,
7610905,9/23/2015 7:41,9/23/2015 7:50,4691,536,255,Indiana Ave & Roosevelt Rd,37,Dearborn St & Adams St,Subscriber,Female,1969.0
7516117,9/17/2015 17:12,9/17/2015 17:21,3820,540,92,Carpenter St & Huron St,47,State St & Kinzie St,Subscriber,Male,1954.0
7744008,9/30/2015 20:43,9/30/2015 20:56,3562,775,223,Clifton Ave & Armitage Ave,291,Wells St & Evergreen Ave,Subscriber,Male,1993.0
7445187,9/13/2015 18:32,9/13/2015 18:56,1511,1417,317,Wood St & Taylor St,261,Hermitage Ave & Polk St,Subscriber,Male,1984.0
7669412,9/26/2015 12:34,9/26/2015 12:58,3719,1464,277,Ashland Ave & Grand Ave,39,Wabash Ave & Adams St,Subscriber,Male,1949.0
7486202,9/16/2015 7:13,9/16/2015 7:22,4067,558,164,Franklin St & Lake St,26,McClurg Ct & Illinois St,Subscriber,Female,1981.0
7694188,9/27/2015 16:56,9/27/2015 17:21,3816,1470,90,Millennium Park,35,Streeter Dr & Illinois St,Customer,,
7578723,9/21/2015 12:21,9/21/2015 12:32,26,641,176,Clark St & Elm St,49,Dearborn St & Monroe St,Subscriber,Male,1963.0
7356137,9/7/2015 20:25,9/7/2015 20:53,2514,1642,239,Western Ave & Leland Ave,344,Ravenswood Ave & Lawrence Ave,Subscriber,Male,1990.0
7359400,9/8/2015 7:45,9/8/2015 8:05,609,1193,27,Larrabee St & North Ave,73,Jefferson St & Monroe St,Subscriber,Male,1957.0
7613015,9/23/2015 8:56,9/23/2015 9:12,425,936,326,Clark St & Leland Ave,13,Wilton Ave & Diversey Pkwy,Subscriber,Male,1970.0
7303574,9/5/2015 13:49,9/5/2015 13:58,4370,520,222,Milwaukee Ave & Rockwell St,61,Wood St & Milwaukee Ave,Subscriber,Male,1978.0
7515593,9/17/2015 16:57,9/17/2015 17:02,3477,266,91,Clinton St & Washington Blvd,192,Canal St & Adams St,Subscriber,Male,1978.0
7374146,9/9/2015 8:54,9/9/2015 9:07,1126,806,92,Carpenter St & Huron St,100,Orleans St & Merchandise Mart Plaza,Subscriber,Female,1985.0
7311821,9/5/2015 17:58,9/5/2015 18:17,1267,1125,12,South Shore Dr & 71st St,398,Rainbow Beach,Customer,,
7737021,9/30/2015 14:20,9/30/2015 14:24,637,232,197,Michigan Ave & Madison St,49,Dearborn St & Monroe St,Subscriber,Male,1951.0
7511359,9/17/2015 13:07,9/17/2015 13:11,4700,225,56,Desplaines St & Kinzie St,212,Wells St & Hubbard St,Subscriber,Male,1979.0
7401595,9/10/2015 19:08,9/10/2015 19:27,89,1098,283,LaSalle St & Jackson Blvd,145,Mies van der Rohe Way & Chestnut St,Customer,,
7657535,9/25/2015 16:58,9/25/2015 18:19,1198,4860,177,Theater on the Lake,177,Theater on the Lake,Customer,,
7588479,9/21/2015 19:22,9/21/2015 19:29,719,400,116,Western Ave & Winnebago Ave,511,Albany Ave & Bloomingdale Ave,Subscriber,Male,1986.0
7710436,9/28/2015 16:58,9/28/2015 17:14,4213,997,35,Streeter Dr & Illinois St,194,Wabash Ave & Wacker Pl,Customer,,
7437096,9/13/2015 12:58,9/13/2015 13:13,4336,923,39,Wabash Ave & Adams St,52,Michigan Ave & Lake St,Customer,,
7637247,9/24/2015 16:03,9/24/2015 16:11,3559,466,286,Franklin St & Quincy St,125,Rush St & Hubbard St,Customer,,
7234150,9/1/2015 17:26,9/1/2015 18:02,4660,2153,195,Columbus Dr & Randolph St,245,Clarendon Ave & Junior Ter,Subscriber,Male,1990.0
7286570,9/4/2015 14:50,9/4/2015 15:01,4594,636,286,Franklin St & Quincy St,168,Michigan Ave & 14th St,Subscriber,Male,1965.0
7686264,9/27/2015 10:34,9/27/2015 11:04,578,1745,27,Larrabee St & North Ave,177,Theater on the Lake,Subscriber,Male,1964.0
7739991,9/30/2015 17:10,9/30/2015 17:23,1491,734,199,Wabash Ave & Grand Ave,174,Canal St & Madison St,Subscriber,Male,1968.0
7695992,9/27/2015 18:26,9/27/2015 18:32,2317,389,231,Sheridan Rd & Montrose Ave,249,Montrose Harbor,Subscriber,Male,1963.0
7438311,9/13/2015 13:49,9/13/2015 13:56,4133,404,85,Michigan Ave & Oak St,268,Lake Shore Dr & North Blvd,Subscriber,Female,1982.0
7633051,9/24/2015 11:06,9/24/2015 11:21,602,848,192,Canal St & Adams St,47,State St & Kinzie St,Subscriber,Female,1977.0
7240096,9/1/2015 22:24,9/1/2015 22:44,1212,1156,299,Halsted St & Roscoe St,163,Damen Ave & Clybourn Ave,Customer,,
7377001,9/9/2015 12:52,9/9/2015 13:04,3755,735,75,Canal St & Jackson Blvd,84,Union Ave & Grand Ave,Subscriber,Male,1960.0
7671173,9/26/2015 13:39,9/26/2015 14:18,3375,2340,34,Cannon Dr & Fullerton Ave,35,Streeter Dr & Illinois St,Customer,,
7640352,9/24/2015 17:37,9/24/2015 18:34,1106,3406,114,Sheffield Ave & Addison St,114,Sheffield Ave & Addison St,Customer,,
7373622,9/9/2015 8:34,9/9/2015 8:38,3898,261,56,Desplaines St & Kinzie St,212,Wells St & Hubbard St,Subscriber,Male,1986.0
7636451,9/24/2015 15:18,9/24/2015 15:35,2507,1025,25,Michigan Ave & Pearson St,24,Fairbanks Ct & Grand Ave,Customer,,
7266055,9/3/2015 13:46,9/3/2015 14:04,3091,1084,85,Michigan Ave & Oak St,76,Lake Shore Dr & Monroe St,Customer,,
7575566,9/21/2015 8:41,9/21/2015 8:46,1568,307,212,Wells St & Hubbard St,91,Clinton St & Washington Blvd,Subscriber,Male,1983.0
7387477,9/9/2015 21:26,9/9/2015 21:30,3216,245,299,Halsted St & Roscoe St,117,Wilton Ave & Belmont Ave,Subscriber,Male,1986.0
7556232,9/20/2015 9:01,9/20/2015 9:11,4186,583,219,Damen Ave & Cortland St,69,Damen Ave & Pierce Ave,Customer,,
7329767,9/6/2015 15:17,9/6/2015 15:29,4792,694,60,Dayton St & North Ave,141,Clark St & Lincoln Ave,Subscriber,Male,1985.0
7346634,9/7/2015 13:17,9/7/2015 13:22,3326,323,309,Leavitt St & Armitage Ave,69,Damen Ave & Pierce Ave,Subscriber,Male,1985.0
7294353,9/4/2015 20:30,9/4/2015 20:34,1325,233,285,Wood St & Grand Ave,128,Damen Ave & Chicago Ave,Subscriber,Male,1988.0
7286689,9/4/2015 14:55,9/4/2015 14:57,4622,140,80,Aberdeen St & Monroe St (Madison St),21,Aberdeen St & Jackson Blvd,Subscriber,Male,1969.0
7477388,9/15/2015 16:46,9/15/2015 16:57,997,660,85,Michigan Ave & Oak St,268,Lake Shore Dr & North Blvd,Customer,,
7357804,9/8/2015 3:59,9/8/2015 4:29,566,1802,327,Sheffield Ave & Webster Ave,220,Hampden Ct & Diversey Pkwy,Subscriber,Male,1991.0
7535317,9/19/2015 10:09,9/19/2015 10:36,273,1631,195,Columbus Dr & Randolph St,195,Columbus Dr & Randolph St,Customer,,
7565609,9/20/2015 15:45,9/20/2015 16:10,219,1503,35,Streeter Dr & Illinois St,5,State St & Harrison St,Subscriber,Male,1997.0
